Id,Latitude,Longitude,GL_ID,Basin,Sub_Basin,Area,Elevation,Type,Country
305,27.71389626280,86.91651227400,GL086916E27713N,Koshi,Dudh Koshi,0.05706051482,5101,M(e),Nepal
306,27.79923160590,86.96632189870,GL086966E27799N,Koshi,Dudh Koshi,0.23685860865,5400,M(l),Nepal
307,27.82087072820,86.96013527470,GL086960E27820N,Koshi,Dudh Koshi,0.05118166134,5443,M(e),Nepal
308,27.85693889770,86.91858767360,GL086918E27856N,Koshi,Dudh Koshi,0.07697797477,5416,M(e),Nepal
309,27.85024645560,86.92865017850,GL086928E27850N,Koshi,Dudh Koshi,0.45241627388,5394,M(e),Nepal
310,27.69657162520,86.79198710530,GL086791E27696N,Koshi,Dudh Koshi,0.12214999932,4947,M(e),Nepal
311,27.84826538540,86.85787644010,GL086857E27848N,Koshi,Dudh Koshi,0.01489733019,5341,M(o),Nepal
315,27.66306672160,86.53887227420,GL086538E27663N,Koshi,Dudh Koshi,0.01467151198,4335,E(o),Nepal
316,27.67990941310,86.54316205340,GL086543E27679N,Koshi,Dudh Koshi,0.01523125323,4507,E(o),Nepal
317,27.67691824320,86.54568052910,GL086545E27676N,Koshi,Dudh Koshi,0.02710264562,4458,E(o),Nepal
