GL_ID,date,year,month,S1_observations,VV_mean,VV_median,VV_stdDev,VH_mean,VH_median,VH_stdDev,angle_mean
GL083136E28666N,2018-02,2018,2,18,-13.70880573663108,-14.046433254590086,1.7193711294792016,-22.507965373539527,-22.30782567483279,2.5830500612193963,37.46665019522812
GL083136E28666N,2018-03,2018,3,22,-14.3104086448305,-14.488453853058472,1.335001658496498,-23.196766369818143,-23.60293249611813,2.1544645417616723,37.47092060052957
GL083136E28666N,2018-04,2018,4,19,-14.052005796128324,-13.911651069045842,1.283710233973499,-24.59234744579932,-24.69465085285044,1.9371693909784329,36.45141043316771
GL083136E28666N,2018-05,2018,5,21,-14.507829314629292,-14.755803723705188,2.223707291460277,-24.03935254591023,-23.91788326977932,2.6648562905399835,38.48916793727555
GL083136E28666N,2018-06,2018,6,19,-16.017103783419945,-16.142578605169277,3.822615229863116,-26.22642862981748,-25.25177441407243,4.589063349699519,36.45315535148534
GL083136E28666N,2018-07,2018,7,21,-16.419692289598554,-17.130581234220475,3.13302081619693,-26.71761574122455,-26.4884875369686,3.053739977929512,38.48726221205696
GL083136E28666N,2018-08,2018,8,21,-17.14821155745233,-17.788147542556967,3.5638942163497926,-25.47549602846881,-25.166569146026696,2.618703242854848,36.44901275797866
GL083136E28666N,2018-09,2018,9,18,-17.742463048979374,-18.630110902221777,3.261158063990599,-26.143030110578493,-25.31444461353985,3.067124244405535,38.4870407119715
GL083136E28666N,2018-10,2018,10,21,-17.929517367502672,-18.4187630983931,3.0432946944925514,-25.57508266115974,-25.14082667640192,1.7868138302423051,38.48762579024717
GL083136E28666N,2018-11,2018,11,18,-17.397289930322618,-18.15674309797203,2.432833301576794,-24.988869576579763,-24.8263755928206,2.1717997770004938,37.465751761849184
GL083136E28666N,2018-12,2018,12,22,-15.821928151969397,-16.036269044789286,2.386918661764755,-23.21119152705991,-23.70343247595289,2.352327362655178,37.46845312179015
GL083136E28666N,2019-01,2019,1,21,-16.28645769421617,-16.605121831454955,2.7736184221593567,-23.51451817596284,-23.16571419069017,2.3112818280305225,36.44284448546863
GL083136E28666N,2019-02,2019,2,19,-16.027903166556726,-16.04932711967505,1.697244379447746,-24.3895009098438,-24.490827717639903,2.3688961910735133,38.48243348627194
GL083136E28666N,2019-03,2019,3,20,-14.014973023928569,-14.101567630797865,1.6518524365064249,-23.351747140142244,-23.524783671334028,1.83492021910032,37.46638925286375
GL083136E28666N,2019-04,2019,4,20,-15.754784471414588,-15.766923492997384,1.2834974635258891,-27.18754565141369,-27.10502860104572,1.7145841032666629,37.4703370333992
GL083136E28666N,2019-05,2019,5,19,-15.115625428288896,-15.277891254658991,2.375272839591873,-25.66865477270696,-25.01388638303169,2.9349387032613823,36.44281238443639
GL083136E28666N,2019-06,2019,6,21,-16.617709515907023,-17.71347748177576,3.433158939497968,-26.59318765689745,-26.75513728772856,2.541726540031442,38.48707603699788
GL083136E28666N,2019-07,2019,7,17,-16.640564367759424,-17.650186203728477,3.505389764698437,-25.993855142648112,-25.40140546868264,2.3269829218756057,38.49047589212017
GL083136E28666N,2019-08,2019,8,22,-16.283120831513855,-17.238050657845992,3.2648184383425667,-26.14161552959613,-26.013146801285487,2.4267564418222736,38.48903310418698
GL083136E28666N,2019-09,2019,9,21,-16.987487524009975,-18.35817903011633,4.044574965477358,-26.187114076698737,-26.25873841045765,2.784381902117559,36.44863107186937
GL083136E28666N,2019-10,2019,10,26,-17.071139105606353,-17.759021581290888,3.325759973337076,-27.37343278573094,-27.759557863717635,2.466936106767031,36.44920033490437
GL083136E28666N,2019-11,2019,11,25,-17.62900425628221,-18.60166614210058,3.329827539072707,-26.06292205134565,-25.96210929485805,2.34476130929186,36.43749978932585
GL083136E28666N,2019-12,2019,12,25,-15.231216662208723,-15.573607942943468,1.390299755049602,-25.705808269171904,-25.562520290401217,1.6788271386925917,36.38450726563666
GL083136E28666N,2020-01,2020,1,23,-15.151988834239084,-15.237202975331972,1.6522848486883976,-25.002406718673285,-24.752142035649364,2.19129599351852,36.32080780743686
GL083136E28666N,2020-02,2020,2,18,-15.918139548812238,-16.008688027153084,1.5314913222377098,-24.603738900761115,-24.97449083041696,1.704437933945078,37.85332258685659
GL083136E28666N,2020-03,2020,3,22,-15.371536475307025,-15.84531176169009,1.5771907039086597,-24.1810246741914,-24.31842776312505,1.4046681105250984,37.85092688058741
GL083136E28666N,2020-04,2020,4,20,-13.418129835343592,-13.303256158742474,0.9786992088172222,-22.8540896209748,-22.883234948799625,1.321733944176918,37.58036934083231
GL083136E28666N,2020-05,2020,5,22,-15.673945717123722,-15.610630512549582,1.007470692485288,-25.034723835801447,-24.86325882157761,1.1941811845049866,37.58180183916805
GL083136E28666N,2020-06,2020,6,19,-16.829909168994064,-16.811027824604015,3.296504568777128,-24.64412166508297,-24.314993181747703,1.2857742183689989,36.40846060741519
GL083136E28666N,2020-07,2020,7,23,-16.722193902216542,-17.178347685606138,3.339575447076035,-24.55781256072982,-24.34020154315476,1.597143218809315,38.74999334269678
GL083136E28666N,2020-08,2020,8,21,-16.329001272539102,-17.148258936034573,3.52463257499082,-24.208023036207457,-24.287293534649542,1.671108697388369,36.40547040342511
GL083136E28666N,2020-09,2020,9,19,-17.342367210498598,-17.74501252825562,3.384643801228828,-25.22200727548144,-25.01234464664845,2.0982150288027324,38.7547765180117
GL083136E28666N,2020-10,2020,10,19,-17.71179873465538,-18.650394598010816,2.983240192285922,-24.97249837587146,-24.94380218899942,1.4220548805046245,36.40299642749482
GL083136E28666N,2020-11,2020,11,17,-16.959068584270053,-17.28709124498919,2.6038253314045834,-24.41095101714058,-24.41468583044682,1.3749882805245457,38.75038193946196
GL083136E28666N,2020-12,2020,12,18,-15.605156191672403,-15.57861563151232,2.255303715823141,-23.251708934360213,-23.363198580049502,1.5692800445321269,38.74724800160424
GL083136E28666N,2021-01,2021,1,17,-13.871707840954793,-14.135590663132083,2.1562883779703053,-21.78843544406905,-21.522847628314263,2.383751035532763,38.75163590056008
GL083136E28666N,2021-02,2021,2,16,-14.174943006721938,-14.54305021029278,1.8989280755379416,-23.10981469943432,-23.22571745334832,2.0350927267690992,36.40290890638413
GL083136E28666N,2021-03,2021,3,17,-13.734911691220493,-14.252904716957616,1.953983089939759,-23.574579270698923,-23.42030678897835,1.6896279210159828,38.75542051437227
GL083136E28666N,2021-04,2021,4,19,-13.743396569084933,-13.64166484375017,2.246932700571366,-23.616920855922583,-23.76056691302964,1.6934045733519123,37.58001937953198
GL083136E28666N,2021-05,2021,5,18,-16.0750614227997,-15.793077989318393,2.465160299655446,-24.907490486726072,-24.79902400443196,1.482936438545053,37.582369273007735
GL083136E28666N,2021-06,2021,6,17,-15.568629563907985,-16.647814777916857,3.112628510895315,-24.39186842505319,-24.62720883756076,1.9479829662072152,37.581822159301694
GL083136E28666N,2021-07,2021,7,19,-16.99011431373891,-18.22985361224273,3.876790350917204,-24.261716639737404,-24.28695364006011,1.7946135751477958,36.40716470775333
GL083136E28666N,2021-08,2021,8,18,-16.67552775563467,-17.37278097780839,3.12237404770716,-24.75181071583372,-24.63694404656521,1.8552185647805604,38.75809002418711
GL083136E28666N,2021-09,2021,9,17,-17.276087580553902,-18.347841478869903,3.626281234245041,-24.908549351323465,-24.78673507246337,1.468556218069626,36.40552674204287
GL083136E28666N,2021-10,2021,10,18,-17.07998297114761,-18.150494671220404,2.63175532328457,-24.666115762409667,-24.659559815827137,1.284356414339142,38.74887464663719
GL083136E28666N,2021-11,2021,11,16,-16.81289357828523,-16.958095270545993,1.750017947315946,-24.47113000320861,-24.328094475418883,1.3230674081934009,36.40308504356743
GL083136E28666N,2021-12,2021,12,17,-14.314499945224732,-14.220477886318774,1.0339419875041147,-24.52439204364348,-24.42235738214791,1.4409654312787907,38.7539128472271
GL083136E28666N,2022-01,2022,1,19,-15.752220189586923,-15.773847736836636,1.3766705312952725,-23.91519286186672,-23.67011112688928,1.252223369346623,37.57593384990584
GL083136E28666N,2022-02,2022,2,16,-15.56145258240879,-15.764404633053076,1.7476059424595487,-23.612944560375063,-23.858372933570514,1.6544535358593735,37.5775117968609
GL083136E28666N,2022-03,2022,3,18,-13.6980373406725,-13.799222956130082,1.4369696916861143,-23.382157766096284,-23.141119962971192,1.1119868807997653,36.40538751796129
GL083136E28666N,2022-04,2022,4,16,-14.70315186276888,-14.584701604038974,1.327011115945934,-24.73687985949724,-24.91653225279066,1.7499814928421422,37.57980056003724
GL083136E28666N,2022-05,2022,5,19,-17.102441819654924,-17.69315601026849,3.128601083734477,-25.39027647136264,-25.308199979975683,1.4364607419093105,37.58062506772019
GL083136E28666N,2022-06,2022,6,16,-17.47088815372487,-18.844213141064213,3.80111592387146,-25.717730036832407,-25.73086640849652,2.089966091077755,37.5825919827706
GL083136E28666N,2022-07,2022,7,19,-17.184402313149743,-18.1648938491484,3.2737746719294347,-24.83735421181564,-25.11116718300336,1.7512841148572456,37.5791194521335
GL083136E28666N,2022-08,2022,8,18,-16.22636654295996,-17.069888282924083,3.347751160548395,-24.62344329329932,-24.64817545431527,1.7517208020412027,37.4181734086578
GL083136E28666N,2022-09,2022,9,18,-16.9535305678801,-18.128589121570432,3.243496154179153,-25.115557102274188,-25.271375221535408,1.9613841774617573,38.75681486165778
GL083136E28666N,2022-10,2022,10,14,-16.498440104005724,-16.235422209282177,2.2868546104883825,-24.85606711000448,-24.76881574647812,1.7247258350124648,37.42031463930766
GL083136E28666N,2022-11,2022,11,18,-12.345550349142949,-12.667858438380794,1.9839449921712773,-22.00595391934008,-22.62873800291669,3.082012636395953,38.7523429496557
GL083136E28666N,2022-12,2022,12,18,-12.432640343889195,-12.512640564479018,1.7175867275075445,-21.36859920172262,-21.703944376629323,2.335693414501828,36.08527944637264
GL083136E28666N,2023-01,2023,1,17,-13.007779420154412,-12.81634454947924,1.6561567087092193,-22.73343004140591,-22.913624763071123,1.800970577043748,38.74697247732648
GL083136E28666N,2023-02,2023,2,15,-13.2975096953393,-13.805656486990545,1.9916705985637744,-23.025193654848,-23.14196131414765,1.571114711647374,36.09162668970129
GL083136E28666N,2023-03,2023,3,16,-14.973542670270444,-15.284003189334204,2.1337903933577373,-23.12290027081641,-23.145132635315274,1.9184451275604104,38.74513752856512
GL083136E28666N,2023-04,2023,4,18,-14.987945395337965,-15.07588447217069,1.2239249041752365,-23.42742399719597,-23.16325426030557,1.5131290204568748,36.188675807783525
GL083136E28666N,2023-05,2023,5,17,-16.465279728854366,-16.362349118185023,1.6754497611613146,-24.99066878225744,-24.850499097290303,1.4648894570631414,38.754100886004906
GL083136E28666N,2023-06,2023,6,18,-15.173137807900517,-15.653681047938392,2.37212101360564,-24.72339830737217,-24.650927403193844,1.6124539617666795,36.18488027751637
GL083136E28666N,2023-07,2023,7,16,-16.313436505718297,-16.646679321922264,3.1452354022835127,-25.06124122977877,-25.04355062190795,1.451616454584451,38.75276887624965
GL083136E28666N,2023-08,2023,8,18,-16.64518814066358,-17.47009122941765,2.9368833012572995,-25.784445410497536,-25.793914472698773,1.8401608567858985,37.422195309525
GL083136E28666N,2023-09,2023,9,18,-17.10951329167078,-18.23396124910684,3.4851396722966026,-26.89624296340018,-26.54722153370489,2.7277808335937945,37.42181894001581
GL083136E28666N,2023-10,2023,10,18,-18.112046770221085,-18.719742158664875,3.116127270309531,-26.94346244194501,-26.96743022022952,2.8667524010566523,36.09136182934137
GL083136E28666N,2023-11,2023,11,17,-17.31081863230978,-17.52431991557994,2.3632751298906265,-25.3575946088568,-25.104100835629463,1.831988032826012,36.18179905875855
GL083136E28666N,2023-12,2023,12,16,-13.583541791462212,-14.21868423502464,2.527483046020123,-22.013640240524666,-22.00193053283577,1.643381351441591,38.752429628613456
GL083136E28666N,2024-01,2024,1,17,-13.129443578434833,-13.583681302140798,1.9968003054130463,-23.33170930268235,-23.19320747370872,1.937759827306882,37.42221703016603
GL083136E28666N,2024-02,2024,2,17,-13.272979864057312,-13.363057258951969,1.912738561941582,-22.267996072689787,-22.41765827336853,2.1603746894188816,38.7501566774157
GL083136E28666N,2024-03,2024,3,18,-14.406841623498522,-14.847368371201831,2.04589139779335,-24.51669633656245,-24.6668546589783,2.406851208364523,36.08909377149257
GL083136E28666N,2024-04,2024,4,16,-15.533081012337885,-15.86476224759538,3.179441881752496,-24.40817065800755,-24.128694629830434,2.9009253562549886,38.74407433304792
GL083136E28666N,2024-05,2024,5,17,-15.569058335919992,-15.366258801497798,3.691615126461645,-24.798275054955653,-24.466105810700142,2.5638854568114904,37.462673836404086
GL083136E28666N,2024-06,2024,6,17,-13.249170992743355,-12.649128271565372,3.175389625817628,-23.86105072004442,-23.77508712601447,2.8340040601482817,38.741234018688296
GL083136E28666N,2024-07,2024,7,19,-16.14105346842352,-16.59865395410102,3.1664802386465216,-24.338171124895187,-24.4298578590385,2.2007588902104853,37.4640257936036
GL083136E28666N,2024-08,2024,8,17,-16.50654540802467,-17.476901241257693,3.4995940348428416,-24.760484437927644,-24.549918315329727,2.131024287801169,38.753899808264
GL083136E28666N,2024-09,2024,9,17,-17.770551456703625,-18.76662056643474,3.373681639214671,-26.786523553478908,-26.73925571867437,2.805674517160816,37.4216402750145
GL083136E28666N,2024-10,2024,10,19,-17.668724111121822,-18.37764971112876,3.285063910074845,-26.92585282781376,-26.405490699353543,3.021459964588713,36.18047052200069
GL083136E28666N,2024-11,2024,11,16,-17.482023859700778,-18.088687726329848,2.576878997410084,-24.496355830477487,-24.137991040900413,2.3775654353054194,38.69890477320409
GL083136E28666N,2024-12,2024,12,17,-16.211374305917047,-16.08999901197588,3.016354882103305,-25.336002409359555,-25.10881307293488,3.134093691481459,36.17851479306816
GL083136E28666N,2025-01,2025,1,18,-14.301837822591088,-14.117024470831897,2.427704592437068,-21.85292872299277,-22.030904104846243,2.1996674542179604,38.74739352633809
GL083136E28666N,2025-02,2025,2,17,-12.54116409032444,-12.41068439176136,1.4166044411885508,-21.794063063320795,-21.979088522793663,2.3983612199117403,36.082478622679005
GL083136E28666N,2025-03,2025,3,18,-13.5404413111734,-13.868245064289171,1.7656156602751358,-23.177726708731143,-23.11373476430672,2.286688291608469,38.74929657422799
GL083136E28666N,2025-04,2025,4,17,-15.364701835391228,-15.628442056045134,1.9499912210421475,-25.815162750234315,-25.65564317500445,2.07203860304523,36.1900177572812
GL083136E28666N,2025-05,2025,5,16,-16.22579240111761,-17.21249606194246,3.747109009149878,-25.467371851959225,-25.672127769089165,2.685861519805894,38.74338815836288
GL083136E28666N,2025-06,2025,6,17,-15.924207462566471,-16.39775486637745,4.145998241765828,-25.10728407910421,-24.67992979003465,3.992409673246033,36.18274662733026
GL083136E28666N,2025-07,2025,7,17,-16.128815339443378,-17.034703914015452,3.619280130781203,-25.706090443990966,-25.92525259223572,2.379351964810901,38.74275678994693
GL083136E28666N,2025-08,2025,8,19,-15.932859621778084,-16.96688576493493,3.7410629402630224,-25.84523706856273,-25.457398285681847,2.691832482526788,37.50824719661912
GL083136E28666N,2025-09,2025,9,15,-16.857664403730663,-17.613849451659018,4.043464800993182,-29.531307936779324,-28.7469675500314,5.51158032074556,36.08271368909255
GL083136E28666N,2025-10,2025,10,19,-17.23853110010196,-18.153328833063025,2.778842659361416,-26.28290314326164,-25.484221494358675,2.793011197452104,37.42352640563403
GL083136E28666N,2025-11,2025,11,18,-17.093224501557422,-17.35553055649494,2.6940955403471696,-25.629971097604347,-25.683684356331284,2.560637020272676,37.46730596161377
GL083136E28666N,2025-12,2025,12,19,-15.856509701782864,-15.820258348610242,2.300564309099784,-23.74717609315304,-23.82225016532692,1.671047608220949,37.41159639349684
GL083163E28706N,2015-01,2015,1,1,,,,,,,
GL083163E28706N,2015-02,2015,2,1,,,,,,,35.893088122618536
GL083163E28706N,2015-03,2015,3,2,-9.30513535158085,-8.198206981159121,3.927960210748609,-15.729127743325236,-15.91702922843634,3.251769335687318,36.18506494957062
GL083163E28706N,2015-04,2015,4,1,,,,,,,
GL083163E28706N,2015-05,2015,5,1,-10.31592148125817,-10.298266018383917,1.595012842413995,-18.857052755036595,-18.918446713093765,1.907417210006393,36.17023461938338
GL083163E28706N,2015-06,2015,6,0,,,,,,,
GL083163E28706N,2015-07,2015,7,0,,,,,,,
GL083163E28706N,2015-08,2015,8,0,,,,,,,
GL083163E28706N,2015-09,2015,9,0,,,,,,,
GL083163E28706N,2015-10,2015,10,3,,,,,,,
GL083163E28706N,2015-11,2015,11,1,-16.485736625814134,-16.7680132748401,2.9665339253985006,-20.58614786641454,-20.53897005388936,2.0679244062515565,38.60479076100487
GL083163E28706N,2015-12,2015,12,0,,,,,,,
GL083163E28706N,2016-01,2016,1,0,,,,,,,
GL083163E28706N,2016-02,2016,2,0,,,,,,,
GL083163E28706N,2016-03,2016,3,0,,,,,,,
GL083163E28706N,2016-04,2016,4,0,,,,,,,
GL083163E28706N,2016-05,2016,5,0,,,,,,,
GL083163E28706N,2016-06,2016,6,0,,,,,,,
GL083163E28706N,2016-07,2016,7,0,,,,,,,
GL083163E28706N,2016-08,2016,8,0,,,,,,,
GL083163E28706N,2016-09,2016,9,0,,,,,,,
GL083163E28706N,2016-10,2016,10,6,-16.413855893226128,-17.42188829889994,4.510623177001279,-20.55466008750945,-21.038288103658164,4.080143372050377,36.7394436805737
GL083163E28706N,2016-11,2016,11,5,-14.910773480537545,-16.4067336031538,4.546121681333922,-19.174192003471195,-20.14767536763728,4.467112517393298,36.73772544775403
GL083163E28706N,2016-12,2016,12,5,-12.358306387557526,-13.105764075973749,4.058738325218487,-18.04405564050839,-19.275665556101067,4.544074795235172,36.737703040871175
GL083163E28706N,2017-01,2017,1,5,-12.13740767032921,-12.199116773381803,4.187678471306639,-17.432997009500504,-18.04907162804018,3.49633667158982,36.73988640124223
GL083163E28706N,2017-02,2017,2,17,-11.126072716876251,-10.869050192336209,2.6647129779768823,-16.482583243209938,-16.656015196551316,2.924684876658892,37.60532885874419
GL083163E28706N,2017-03,2017,3,17,-10.454436997336956,-10.635185726723403,2.7039952027939376,-17.041361758385086,-17.826947970253475,3.13553088845532,36.332064941380864
GL083163E28706N,2017-04,2017,4,19,-14.162148652429906,-14.339570278249566,2.1082391555552795,-20.51150356029912,-20.864054142725,2.4128600713088906,38.69951935517674
GL083163E28706N,2017-05,2017,5,21,-15.595042303928109,-15.64371763604635,1.644360668686955,-22.512408250845724,-22.6618334400354,2.0351280466108976,36.33167751235362
GL083163E28706N,2017-06,2017,6,15,-16.406637437634274,-16.551651841781688,2.2768649497921145,-22.99287298851904,-23.15068469980268,1.9656379516510936,38.69995500628874
GL083163E28706N,2017-07,2017,7,19,-18.740571170049567,-19.547856350005738,3.393338916022541,-23.33254598138823,-23.393828955568395,2.334699968520651,36.331022046239845
GL083163E28706N,2017-08,2017,8,19,-18.9020985577171,-19.45173103929835,3.0380001184680325,-23.51155856486213,-23.715941103864708,2.0759921568827813,38.70005623180986
GL083163E28706N,2017-09,2017,9,22,-18.51385396085263,-19.201927429207988,2.868947451443685,-22.90931766386946,-23.22698974761252,2.111318815981145,37.51141503071764
GL083163E28706N,2017-10,2017,10,20,-17.424115381644214,-18.19466359643388,3.4631504095929264,-20.88423900956805,-21.33344568331245,2.917637012757882,37.51395877668794
GL083163E28706N,2017-11,2017,11,20,-15.928190254767328,-16.9634058373021,3.786118940635005,-20.58957482546584,-21.07429778829911,3.049680356533304,37.51224074201871
GL083163E28706N,2017-12,2017,12,21,-13.350845524903312,-14.565839373001657,4.066184018361674,-18.588486989112884,-19.67250800232138,3.327523308097078,36.33073539188399
GL083163E28706N,2018-01,2018,1,21,-11.115497069695332,-11.115001827759928,2.547145525952359,-16.980103857208242,-17.447022125916323,2.917094677964014,38.69442662347681
GL083163E28706N,2018-02,2018,2,18,-11.15478640979522,-10.610875890993242,3.44338871396424,-17.07706636513326,-17.06510221712416,3.0530321611152136,37.51196611273307
GL083163E28706N,2018-03,2018,3,22,-11.522815626808756,-11.327667956083191,2.9884051850521574,-17.396298274736726,-17.260187794237737,3.3165919473541767,37.5161755933758
GL083163E28706N,2018-04,2018,4,19,-12.720009439694664,-12.51994727943258,2.849947584938098,-19.173211273566466,-19.79682439716101,3.104185235223213,36.33259628097421
GL083163E28706N,2018-05,2018,5,21,-14.824521914294218,-14.913547529159372,1.5439892203119812,-21.574432112083567,-21.695103568076107,1.500424318589448,38.69848022434649
GL083163E28706N,2018-06,2018,6,19,-17.11159453707757,-17.664621738036562,3.4131467616423787,-23.4092236540412,-23.703877902787976,3.269511438793021,36.33407059147393
GL083163E28706N,2018-07,2018,7,21,-19.56106768064986,-19.962317638844244,2.664892632557013,-25.594536540252783,-25.84377383804897,2.8056688443612643,38.69655783051963
GL083163E28706N,2018-08,2018,8,21,-19.18475376300265,-19.81167064958135,3.3454776519011307,-25.04695256754183,-25.31263256552201,3.289402366090183,36.330146107470746
GL083163E28706N,2018-09,2018,9,18,-19.586376677469367,-20.163976150664887,2.498000038152725,-24.146935086267163,-24.28504226621304,2.497959301923076,38.69637821464559
GL083163E28706N,2018-10,2018,10,21,-17.567239687881877,-18.220482687787403,2.760693097180245,-21.568105664042903,-22.152958936754267,2.826351722025021,38.6969795443932
GL083163E28706N,2018-11,2018,11,18,-14.99222544700642,-15.593870608850253,3.1792768945537366,-19.262508219885564,-19.904164179501148,3.185582970913659,37.51095270618993
GL083163E28706N,2018-12,2018,12,22,-12.869798510001774,-13.217052160976136,2.9874823912823114,-18.74479608269269,-19.449780851298485,2.9922224772632173,37.51363393592648
GL083163E28706N,2019-01,2019,1,21,-11.78106379483296,-12.724158945213386,3.140746765843732,-18.189757252213656,-19.2146164167099,3.5823954450499063,36.32396928987353
GL083163E28706N,2019-02,2019,2,19,-12.647442363937024,-12.731950248315597,3.112053158420568,-18.327547206300967,-18.46886143245921,3.177733864031924,38.69177342649649
GL083163E28706N,2019-03,2019,3,20,-12.03664378546538,-10.832430813009784,3.4256265403803328,-18.29077945817657,-18.41985046565049,3.578387500390149,37.51229098909366
GL083163E28706N,2019-04,2019,4,20,-15.983968586526338,-15.65146071660206,1.610771990981909,-23.318186832437814,-23.48134401218863,1.7783948415686446,37.515543714941856
GL083163E28706N,2019-05,2019,5,19,-12.295483900145763,-12.516663123491613,1.56695400384349,-21.93940181173305,-22.19807645553692,2.399676707661368,36.32511760126969
GL083163E28706N,2019-06,2019,6,21,-16.747576296644716,-17.26948641389729,2.3692763643199464,-23.531992549166976,-23.70245004594529,2.9541163080961,38.69639218375897
GL083163E28706N,2019-07,2019,7,17,-19.01176831222213,-18.8876349429182,2.6800343666323614,-25.04185752999774,-24.673001016927024,3.32742170937965,38.69974698205989
GL083163E28706N,2019-08,2019,8,22,-19.333254725220595,-19.520503748259674,2.535490891292102,-24.8479620794923,-24.89890221031896,2.452317675370796,38.69831663488911
GL083163E28706N,2019-09,2019,9,21,-18.603740448489443,-19.34036890406496,3.386300225352467,-24.03793719388045,-23.681302451510337,3.505080477278789,36.329675261269074
GL083163E28706N,2019-10,2019,10,26,-17.636155472663503,-18.74482810777171,3.8347955183170703,-21.916736497472574,-22.706406267593213,3.643406051393446,36.33036618908292
GL083163E28706N,2019-11,2019,11,25,-16.209123413961574,-17.80933411863057,4.433267062710267,-20.620373605313503,-21.809865713886047,4.250284882149429,36.31994615214264
GL083163E28706N,2019-12,2019,12,25,-12.877434215887122,-14.014939999932109,3.5115806497177737,-19.275457946147423,-20.546286425133097,3.715199211566949,36.26564451173947
GL083163E28706N,2020-01,2020,1,23,-11.91948245474834,-12.544598197882047,3.3059445307675257,-18.474301843366607,-19.441833313922444,3.947850264985519,36.20399138756721
